distance x [m],distance y [m],distance z [m],x anlge [rad],y angle [rad],z angle [rad]
1.0245615097,-1.4368848913,4.8969174884,2.5559024811,1.1756331921,-0.3363463283
1.0955064671,-1.5304722867,5.2353290620,-2.1469078064,-0.5289127827,-0.6477394700
1.0955064671,-1.5304722867,5.2353290620,-2.1469078064,-0.5289127827,-0.6477394700
1.0295830561,-1.4456227870,4.9266890750,2.5588979721,1.1844414473,-0.3485988677
1.0955064671,-1.5304722867,5.2353290620,-2.1469078064,-0.5289127827,-0.6477394700
1.0955064671,-1.5304722867,5.2353290620,-2.1469078064,-0.5289127827,-0.6477394700
1.0955064671,-1.5304722867,5.2353290620,-2.1469078064,-0.5289127827,-0.6477394700
1.0168915975,-1.4302367368,4.8885755981,-2.1620414257,-0.5182731748,-0.6193272471
1.0282471576,-1.4462123362,4.9431186607,-2.1853375435,-0.5266491771,-0.5958757997
1.0955064671,-1.5304722867,5.2353290620,-2.1469078064,-0.5289127827,-0.6477394700
1.0845250118,-1.5182384753,5.1889879896,-2.1505358219,-0.5393140912,-0.6712035537
1.0989723913,-1.5366747450,5.2520422179,-2.1299755573,-0.5166254044,-0.6583002806
1.0955064671,-1.5304722867,5.2353290620,-2.1469078064,-0.5289127827,-0.6477394700
1.0955064671,-1.5304722867,5.2353290620,-2.1469078064,-0.5289127827,-0.6477394700
