distance x [m],distance y [m],distance z [m],x anlge [rad],y angle [rad],z angle [rad]
0.0070068387,-0.6097214226,2.3536037890,-2.3372490406,0.0247190762,0.0024744321
0.0077545990,-0.6218521701,2.3977406896,-2.3128509521,0.0273387395,-0.0030339856
0.0070068387,-0.6097214226,2.3536037890,-2.3372490406,0.0247190762,0.0024744321
0.0069424679,-0.6093631497,2.3522293412,-2.3357000351,0.0381775312,0.0176739302
0.0077545990,-0.6218521701,2.3977406896,-2.3128509521,0.0273387395,-0.0030339856
0.0070068387,-0.6097214226,2.3536037890,-2.3372490406,0.0247190762,0.0024744321
0.0069792894,-0.6090162690,2.3531905695,-2.3262748718,0.0309330951,0.0099298991
0.0077545990,-0.6218521701,2.3977406896,-2.3128509521,0.0273387395,-0.0030339856
0.0077545990,-0.6218521701,2.3977406896,-2.3128509521,0.0273387395,-0.0030339856
0.0077863692,-0.6213209014,2.3980290543,-2.3029770851,0.0207077768,-0.0107500013
0.0077545990,-0.6218521701,2.3977406896,-2.3128509521,0.0273387395,-0.0030339856
0.0077545990,-0.6218521701,2.3977406896,-2.3128509521,0.0273387395,-0.0030339856
0.0084735041,-0.6255499075,2.4141880716,-2.3135554790,0.0104162572,-0.0135272909
0.0077545990,-0.6218521701,2.3977406896,-2.3128509521,0.0273387395,-0.0030339856
0.0077545990,-0.6218521701,2.3977406896,-2.3128509521,0.0273387395,-0.0030339856
0.0070068387,-0.6097214226,2.3536037890,-2.3372490406,0.0247190762,0.0024744321
0.0077545990,-0.6218521701,2.3977406896,-2.3128509521,0.0273387395,-0.0030339856
0.0077545990,-0.6218521701,2.3977406896,-2.3128509521,0.0273387395,-0.0030339856
0.0083750951,-0.6250126838,2.4097955032,-2.3201279640,0.0389667042,-0.0000368891
0.0077545990,-0.6218521701,2.3977406896,-2.3128509521,0.0273387395,-0.0030339856
0.0077545990,-0.6218521701,2.3977406896,-2.3128509521,0.0273387395,-0.0030339856
0.0077863692,-0.6213209014,2.3980290543,-2.3029770851,0.0207077768,-0.0107500013
0.0077545990,-0.6218521701,2.3977406896,-2.3128509521,0.0273387395,-0.0030339856
0.0077545990,-0.6218521701,2.3977406896,-2.3128509521,0.0273387395,-0.0030339856
