distance x [m],distance y [m],distance z [m],x anlge [rad],y angle [rad],z angle [rad]
-0.2999163533,0.0059091253,2.5424291320,2.2582604885,0.5540968776,-0.5866281390
-0.2791767603,0.0047851283,2.3757821434,2.2537646294,0.5735591650,-0.5772819519
-0.2791767603,0.0047851283,2.3757821434,2.2537646294,0.5735591650,-0.5772819519
-0.2812169170,0.0042103932,2.3932885679,2.2564687729,0.5701553226,-0.5714183450
-0.2791767603,0.0047851283,2.3757821434,2.2537646294,0.5735591650,-0.5772819519
-0.2733958831,0.0034755263,2.3313748693,2.2457151413,0.5804086328,-0.5838268995
-0.2812169170,0.0042103932,2.3932885679,2.2564687729,0.5701553226,-0.5714183450
-0.2812169170,0.0042103932,2.3932885679,2.2564687729,0.5701553226,-0.5714183450
-0.2791767603,0.0047851283,2.3757821434,2.2537646294,0.5735591650,-0.5772819519
-0.2798547994,0.0054078918,2.3764019790,2.2575900555,0.5870024562,-0.5742635727
-0.2986936375,0.0046404733,2.5429636048,2.2645874023,0.5812118053,-0.5806228518
-0.2993277897,0.0052754300,2.5428883810,2.2614343166,0.5676627755,-0.5836530924
-0.2812169170,0.0042103932,2.3932885679,2.2564687729,0.5701553226,-0.5714183450
-0.2943978730,0.0039163920,2.5117195687,2.2573199272,0.5835729241,-0.5820816755
-0.2791767603,0.0047851283,2.3757821434,2.2537646294,0.5735591650,-0.5772819519
-0.2771395074,0.0041432536,2.3582921129,2.2522485256,0.5780478120,-0.5825115442
-0.2812169170,0.0042103932,2.3932885679,2.2564687729,0.5701553226,-0.5714183450
-0.2791767603,0.0047851283,2.3757821434,2.2537646294,0.5735591650,-0.5772819519
-0.2791767603,0.0047851283,2.3757821434,2.2537646294,0.5735591650,-0.5772819519
-0.2791767603,0.0047851283,2.3757821434,2.2537646294,0.5735591650,-0.5772819519
-0.2791767603,0.0047851283,2.3757821434,2.2537646294,0.5735591650,-0.5772819519
-0.2791767603,0.0047851283,2.3757821434,2.2537646294,0.5735591650,-0.5772819519
-0.2812169170,0.0042103932,2.3932885679,2.2564687729,0.5701553226,-0.5714183450
-0.2980767012,0.0052462470,2.5321705751,2.2715127468,0.5866976380,-0.5689031482
-0.2771395074,0.0041432536,2.3582921129,2.2522485256,0.5780478120,-0.5825115442
-0.2791767603,0.0047851283,2.3757821434,2.2537646294,0.5735591650,-0.5772819519
-0.2791767603,0.0047851283,2.3757821434,2.2537646294,0.5735591650,-0.5772819519
-0.2791767603,0.0047851283,2.3757821434,2.2537646294,0.5735591650,-0.5772819519
-0.2993277897,0.0052754300,2.5428883810,2.2614343166,0.5676627755,-0.5836530924
-0.2791767603,0.0047851283,2.3757821434,2.2537646294,0.5735591650,-0.5772819519
-0.2950253666,0.0045436077,2.5116536126,2.2542369366,0.5702336431,-0.5850624442
-0.2791767603,0.0047851283,2.3757821434,2.2537646294,0.5735591650,-0.5772819519
-0.2993277897,0.0052754300,2.5428883810,2.2614343166,0.5676627755,-0.5836530924
-0.2955119033,0.0058088456,2.5105113730,2.2413964272,0.5517927408,-0.5945737362
-0.2812169170,0.0042103932,2.3932885679,2.2564687729,0.5701553226,-0.5714183450
