distance x [m],distance y [m],distance z [m],x anlge [rad],y angle [rad],z angle [rad]
-1.2588381669,-0.6867074640,2.4253185955,2.2528345585,-0.5256333947,0.5626954436
-1.2464437132,-0.6799919865,2.4014766314,2.2478034496,-0.5205882192,0.5552139878
-1.2532803239,-0.6849501967,2.4170515302,2.2540717125,-0.5336851478,0.5687512159
-1.2571099765,-0.6876580216,2.4243709223,2.2535741329,-0.5256741047,0.5622041821
-1.2532803239,-0.6849501967,2.4170515302,2.2540717125,-0.5336851478,0.5687512159
-1.2532803239,-0.6849501967,2.4170515302,2.2540717125,-0.5336851478,0.5687512159
-1.2486658800,-0.6821078939,2.4069782806,2.2480647564,-0.5372662544,0.5652835965
-1.2532803239,-0.6849501967,2.4170515302,2.2540717125,-0.5336851478,0.5687512159
-1.2570641726,-0.6864074355,2.4243351019,2.2667953968,-0.5333009362,0.5627523661
-1.2457630741,-0.6814749641,2.4025399667,2.2411427498,-0.5326532722,0.5551595688
-1.2524795504,-0.6848031959,2.4142637072,2.2475945950,-0.5293859839,0.5587587357
-1.2532803239,-0.6849501967,2.4170515302,2.2540717125,-0.5336851478,0.5687512159
-1.2600316600,-0.6882915661,2.4288345515,2.2608337402,-0.5304798484,0.5724031329
-1.2571099765,-0.6876580216,2.4243709223,2.2535741329,-0.5256741047,0.5622041821
-1.2571099765,-0.6876580216,2.4243709223,2.2535741329,-0.5256741047,0.5622041821
-1.2532803239,-0.6849501967,2.4170515302,2.2540717125,-0.5336851478,0.5687512159
-1.2524795504,-0.6848031959,2.4142637072,2.2475945950,-0.5293859839,0.5587587357
-1.2532803239,-0.6849501967,2.4170515302,2.2540717125,-0.5336851478,0.5687512159
-1.2524795504,-0.6848031959,2.4142637072,2.2475945950,-0.5293859839,0.5587587357
-1.2558063354,-0.6860129494,2.4206440909,2.2456021309,-0.5211212635,0.5525966883
-1.2600316600,-0.6882915661,2.4288345515,2.2608337402,-0.5304798484,0.5724031329
-1.2600316600,-0.6882915661,2.4288345515,2.2608337402,-0.5304798484,0.5724031329
-1.2486658800,-0.6821078939,2.4069782806,2.2480647564,-0.5372662544,0.5652835965
-1.2638753697,-0.6897767705,2.4362288636,2.2737057209,-0.5300498605,0.5663954616
-1.2571099765,-0.6876580216,2.4243709223,2.2535741329,-0.5256741047,0.5622041821
-1.2600316600,-0.6882915661,2.4288345515,2.2608337402,-0.5304798484,0.5724031329
-1.2588381669,-0.6867074640,2.4253185955,2.2528345585,-0.5256333947,0.5626954436
-1.2532803239,-0.6849501967,2.4170515302,2.2540717125,-0.5336851478,0.5687512159
-1.2532803239,-0.6849501967,2.4170515302,2.2540717125,-0.5336851478,0.5687512159
-1.2524023847,-0.6835414684,2.4141680550,2.2606825829,-0.5369225740,0.5592857003
-1.2571099765,-0.6876580216,2.4243709223,2.2535741329,-0.5256741047,0.5622041821
-1.2543692236,-0.6848987912,2.4167255614,2.2624671459,-0.5218563080,0.5683676004
-1.2524795504,-0.6848031959,2.4142637072,2.2475945950,-0.5293859839,0.5587587357
-1.2532803239,-0.6849501967,2.4170515302,2.2540717125,-0.5336851478,0.5687512159
-1.2486658800,-0.6821078939,2.4069782806,2.2480647564,-0.5372662544,0.5652835965
