distance x [m],distance y [m],distance z [m],x anlge [rad],y angle [rad],z angle [rad]
-0.0015713914,-0.1523736201,2.7809211497,2.4573044777,-0.0108572748,-0.0003559642
-0.0023418093,-0.1602741992,2.8866978012,2.4464316368,-0.0035342667,0.0221689530
-0.0030736826,-0.1590520560,2.8641734541,2.4379565716,0.0069816564,0.0226015318
-0.0030752115,-0.1613265736,2.9061126970,2.4529490471,-0.0148868151,0.0216965321
-0.0031329344,-0.1575633709,2.8639777537,2.4587624073,0.0227638073,0.0088566979
-0.0023478896,-0.1542357675,2.8022310099,2.4557430744,0.0071713380,-0.0065070596
-0.0015713914,-0.1523736201,2.7809211497,2.4573044777,-0.0108572748,-0.0003559642
-0.0031329344,-0.1575633709,2.8639777537,2.4587624073,0.0227638073,0.0088566979
-0.0031345038,-0.1598680852,2.9069080590,2.4751691818,0.0010651577,0.0077747991
-0.0015713914,-0.1523736201,2.7809211497,2.4573044777,-0.0108572748,-0.0003559642
-0.0023418093,-0.1602741992,2.8866978012,2.4464316368,-0.0035342667,0.0221689530
-0.0031044897,-0.1606076285,2.9066869813,2.4640920162,-0.0070687304,0.0147206346
-0.0024384694,-0.1585723173,2.8825700460,2.4438257217,0.0344905742,0.0094507029
-0.0038072535,-0.1601071638,2.8836311491,2.4444358349,-0.0040348964,0.0221454725
-0.0030752115,-0.1613265736,2.9061126970,2.4529490471,-0.0148868151,0.0216965321
-0.0038366205,-0.1593803769,2.8839448885,2.4551954269,0.0037451503,0.0152122919
-0.0031044897,-0.1606076285,2.9066869813,2.4640920162,-0.0070687304,0.0147206346
-0.0030736826,-0.1590520560,2.8641734541,2.4379565716,0.0069816564,0.0226015318
-0.0016679327,-0.1606077749,2.9064755251,2.4424507618,0.0162991993,0.0159312710
-0.0024086736,-0.1593431317,2.8830748426,2.4337215424,0.0264455080,0.0163948331
-0.0023795731,-0.1600928101,2.8832077107,2.4235224724,0.0186820365,0.0233641770
-0.0031345038,-0.1598680852,2.9069080590,2.4751691818,0.0010651577,0.0077747991
-0.0038072535,-0.1601071638,2.8836311491,2.4444358349,-0.0040348964,0.0221454725
-0.0024689518,-0.1577795074,2.8816720186,2.4538176060,0.0428210273,0.0025327229
-0.0037784956,-0.1608142809,2.8829826497,2.4336149693,-0.0115196435,0.0291054472
-0.0023418093,-0.1602741992,2.8866978012,2.4464316368,-0.0035342667,0.0221689530
-0.0038665887,-0.1586329970,2.8839021291,2.4658775330,0.0118273338,0.0083071692
