distance x [m],distance y [m],distance z [m],x anlge [rad],y angle [rad],z angle [rad]
-0.0160965767,-1.8758008672,5.3770191266,-2.3137590885,0.1021899581,0.0919550285
-0.0114734697,-1.8192655392,5.2041112264,-2.3345782757,-0.0306620393,0.0044777044
-0.0114734697,-1.8192655392,5.2041112264,-2.3345782757,-0.0306620393,0.0044777044
-0.0129592265,-1.8459789701,5.2765455863,-2.3917729855,-0.0233760029,-0.0056751389
-0.0129592265,-1.8459789701,5.2765455863,-2.3917729855,-0.0233760029,-0.0056751389
-0.0128846506,-1.8417745056,5.2682211201,-2.4190261364,-0.0520080775,-0.0292648505
-0.0117814943,-1.8723457920,5.3478468317,-2.4594128132,-0.0370731577,0.0027472908
-0.0149710586,-1.9073051157,5.4671642710,-2.3487713337,0.0842842981,0.0862419307
-0.0114734697,-1.8192655392,5.2041112264,-2.3345782757,-0.0306620393,0.0044777044
-0.0101821053,-1.8589072864,5.3286245455,-2.3446457386,-0.1605335176,-0.1083658487
-0.0114734697,-1.8192655392,5.2041112264,-2.3345782757,-0.0306620393,0.0044777044
-0.0129592265,-1.8459789701,5.2765455863,-2.3917729855,-0.0233760029,-0.0056751389
-0.0117814943,-1.8723457920,5.3478468317,-2.4594128132,-0.0370731577,0.0027472908
-0.0161148367,-1.8790924742,5.3902449663,-2.3479666710,0.0903661698,0.0740684420
-0.0117271123,-1.8690690821,5.3423889941,-2.4211578369,-0.0588117242,-0.0181329940
-0.0117271123,-1.8690690821,5.3423889941,-2.4211578369,-0.0588117242,-0.0181329940
-0.0102515123,-1.8421070895,5.2693147933,-2.3601760864,-0.0609450713,-0.0060251462
-0.0161148367,-1.8790924742,5.3902449663,-2.3479666710,0.0903661698,0.0740684420
-0.0102838118,-1.8418609963,5.2723006742,-2.3925592899,-0.0463834219,0.0117014591
-0.0101762709,-1.8364995799,5.2569844155,-2.3833067417,-0.0875519067,-0.0288785882
-0.0160965767,-1.8758008672,5.3770191266,-2.3137590885,0.1021899581,0.0919550285
-0.0132488284,-1.9254281118,5.5151785372,3.0461115837,-0.1727096885,0.0264078695
-0.0137063105,-1.9446989372,5.5901923038,-2.3416895866,-0.0259300359,-0.0069035799
-0.0129997285,-1.8452192187,5.2781827530,-2.3637375832,-0.0028330018,0.0145358108
