distance x [m],distance y [m],distance z [m],x anlge [rad],y angle [rad],z angle [rad]
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0014438718,-0.2148901647,1.5756751798,2.4209277630,0.0019515175,-0.0029097048
-0.0018264364,-0.2143822727,1.5688543423,2.4118812084,0.0032797023,0.0012697972
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0017937667,-0.2145600854,1.5701886490,2.4237074852,-0.0078064674,-0.0002009393
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0018264364,-0.2143822727,1.5688543423,2.4118812084,0.0032797023,0.0012697972
-0.0018522494,-0.2139666439,1.5687381751,2.4167957306,0.0069241649,-0.0022341015
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
-0.0025356418,-0.2143563730,1.5686580013,2.4116911888,-0.0159256496,0.0066874684
-0.0017937667,-0.2145600854,1.5701886490,2.4237074852,-0.0078064674,-0.0002009393
-0.0017937667,-0.2145600854,1.5701886490,2.4237074852,-0.0078064674,-0.0002009393
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
-0.0017937667,-0.2145600854,1.5701886490,2.4237074852,-0.0078064674,-0.0002009393
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
-0.0017937667,-0.2145600854,1.5701886490,2.4237074852,-0.0078064674,-0.0002009393
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0017937667,-0.2145600854,1.5701886490,2.4237074852,-0.0078064674,-0.0002009393
-0.0025605939,-0.2139593697,1.5686764887,2.4167506695,-0.0124127315,0.0031776642
-0.0021881717,-0.2147041359,1.5742723368,2.4090428352,-0.0063247629,0.0039985455
-0.0017937667,-0.2145600854,1.5701886490,2.4237074852,-0.0078064674,-0.0002009393
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0017937667,-0.2145600854,1.5701886490,2.4237074852,-0.0078064674,-0.0002009393
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0017937667,-0.2145600854,1.5701886490,2.4237074852,-0.0078064674,-0.0002009393
-0.0018264364,-0.2143822727,1.5688543423,2.4118812084,0.0032797023,0.0012697972
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
-0.0017937667,-0.2145600854,1.5701886490,2.4237074852,-0.0078064674,-0.0002009393
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0017937667,-0.2145600854,1.5701886490,2.4237074852,-0.0078064674,-0.0002009393
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
-0.0018522494,-0.2139666439,1.5687381751,2.4167957306,0.0069241649,-0.0022341015
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
-0.0025605939,-0.2139593697,1.5686764887,2.4167506695,-0.0124127315,0.0031776642
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0017937667,-0.2145600854,1.5701886490,2.4237074852,-0.0078064674,-0.0002009393
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
-0.0025605939,-0.2139593697,1.5686764887,2.4167506695,-0.0124127315,0.0031776642
-0.0014438718,-0.2148901647,1.5756751798,2.4209277630,0.0019515175,-0.0029097048
-0.0025889194,-0.2152011731,1.5689986789,2.4020433426,-0.0086504240,-0.0003241233
-0.0017937667,-0.2145600854,1.5701886490,2.4237074852,-0.0078064674,-0.0002009393
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
-0.0021478745,-0.2102428470,1.5378183042,2.4152016640,-0.0002056520,0.0086411545
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021996330,-0.2136517009,1.5633752690,2.4196200371,-0.0027470686,0.0004703591
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
-0.0017937667,-0.2145600854,1.5701886490,2.4237074852,-0.0078064674,-0.0002009393
-0.0021741809,-0.2140566665,1.5634228597,2.4146361351,-0.0063245376,0.0039585731
