distance x [m],distance y [m],distance z [m],x anlge [rad],y angle [rad],z angle [rad]
2.4607950894,-0.4479042695,12.7850285302,-2.8705692291,0.3905942440,0.0873646364
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.3531159732,-0.4219361457,12.2252868750,-2.7399413586,0.2997271419,0.0124566602
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.4607950894,-0.4479042695,12.7850285302,-2.8705692291,0.3905942440,0.0873646364
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.3910903682,-0.4317146090,12.4050969185,2.9815325737,-0.0236093216,0.0328657590
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.4896676482,-0.4465361022,12.9335603964,-2.9517664909,0.0347390734,0.0019931609
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.4896676482,-0.4465361022,12.9335603964,-2.9517664909,0.0347390734,0.0019931609
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.4896676482,-0.4465361022,12.9335603964,-2.9517664909,0.0347390734,0.0019931609
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.4896676482,-0.4465361022,12.9335603964,-2.9517664909,0.0347390734,0.0019931609
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
2.4320453276,-0.4395443392,12.6337678341,-3.1389060020,-0.0796900094,0.0302292258
