distance x [m],distance y [m],distance z [m],x anlge [rad],y angle [rad],z angle [rad]
-0.2973933472,-0.1643069518,1.0857677279,2.2366878986,-0.5448083878,0.5945142508
-0.2981565930,-0.1644213059,1.0865546382,2.2370738983,-0.5458005667,0.5947431922
-0.2984013831,-0.1659034889,1.0875343288,2.2413311005,-0.5465564728,0.6004613042
-0.2950793010,-0.1629359430,1.0785896369,2.2331540585,-0.5469101667,0.6009304523
-0.2970713633,-0.1634732342,1.0855710486,2.2404973507,-0.5478125215,0.5903539658
-0.2981267931,-0.1640270564,1.0873493627,2.2390584946,-0.5431513190,0.5876783729
-0.2973933472,-0.1643069518,1.0857677279,2.2366878986,-0.5448083878,0.5945142508
-0.2967012845,-0.1642199458,1.0833696420,2.2365314960,-0.5376729965,0.6020605564
-0.2969706613,-0.1633934780,1.0832620759,2.2294442654,-0.5403628349,0.5982098579
-0.2961451038,-0.1639321084,1.0833054303,2.2371220589,-0.5430714488,0.5995157957
-0.2981565930,-0.1644213059,1.0865546382,2.2370738983,-0.5458005667,0.5947431922
-0.2977614930,-0.1646151812,1.0861864859,2.2400410175,-0.5488461852,0.5990249515
-0.2969999332,-0.1645013488,1.0854042560,2.2396571636,-0.5478544235,0.5987957120
-0.2788752714,-0.1551154408,1.0209234113,2.2558178902,-0.5538973212,0.5924918652
-0.2966305836,-0.1640502371,1.0860039685,2.2408483028,-0.5485826731,0.5988021493
-0.2957350074,-0.1633077369,1.0788797076,2.2276639938,-0.5356273055,0.5944112539
-0.2798316002,-0.1554832087,1.0234258917,2.2588586807,-0.5540732145,0.5942232013
-0.2962166816,-0.1640807749,1.0806819793,2.2332057953,-0.5432682037,0.5979020000
-0.2987566285,-0.1650260037,1.0906395010,2.2425999641,-0.5439950228,0.5979701281
-0.2964820699,-0.1649123525,1.0826085011,2.2356607914,-0.5416827798,0.5993338823
-0.2798316002,-0.1554832087,1.0234258917,2.2588586807,-0.5540732145,0.5942232013
-0.2964683177,-0.1643877594,1.0844801679,2.2422068119,-0.5437659621,0.5967931747
-0.2974408794,-0.1639248647,1.0849739088,2.2393150330,-0.5470850468,0.5903463960
-0.2985060688,-0.1643413168,1.0878063784,2.2424647808,-0.5471707582,0.5921723247
-0.2798316002,-0.1554832087,1.0234258917,2.2588586807,-0.5540732145,0.5942232013
-0.2970267928,-0.1646563903,1.0845489010,2.2420172691,-0.5494325757,0.5944375992
-0.2962166816,-0.1640807749,1.0806819793,2.2332057953,-0.5432682037,0.5979020000
-0.2788752714,-0.1551154408,1.0209234113,2.2558178902,-0.5538973212,0.5924918652
-0.2970942011,-0.1640051594,1.0837308073,2.2339558601,-0.5457288623,0.5929136872
-0.2962358950,-0.1634346601,1.0816216221,2.2313919067,-0.5410078168,0.5936695337
-0.2965982564,-0.1638810558,1.0810069480,2.2302217484,-0.5403102636,0.5936629176
-0.2974646493,-0.1643146509,1.0841590302,2.2372932434,-0.5497268438,0.5974092484
-0.2970267928,-0.1646563903,1.0845489010,2.2420172691,-0.5494325757,0.5944375992
-0.2798316002,-0.1554832087,1.0234258917,2.2588586807,-0.5540732145,0.5942232013
-0.2798316002,-0.1554832087,1.0234258917,2.2588586807,-0.5540732145,0.5942232013
-0.2972466391,-0.1641046215,1.0842909013,2.2382764816,-0.5406970978,0.5927006006
-0.2973466095,-0.1644205390,1.0866494975,2.2450432777,-0.5492629409,0.5962415338
-0.2798316002,-0.1554832087,1.0234258917,2.2588586807,-0.5540732145,0.5942232013
-0.2967047673,-0.1642012752,1.0833798938,2.2369163036,-0.5487326980,0.5971784592
-0.2967047673,-0.1642012752,1.0833798938,2.2369163036,-0.5487326980,0.5971784592
-0.2792474866,-0.1551558344,1.0213191300,2.2488946915,-0.5520967245,0.5992276073
-0.2969999332,-0.1645013488,1.0854042560,2.2396571636,-0.5478544235,0.5987957120
-0.2965982564,-0.1638810558,1.0810069480,2.2302217484,-0.5403102636,0.5936629176
-0.2970942011,-0.1640051594,1.0837308073,2.2339558601,-0.5457288623,0.5929136872
-0.2977634326,-0.1643800183,1.0861432292,2.2444424629,-0.5477473140,0.5875884295
-0.2980663882,-0.1646836259,1.0881952487,2.2472066879,-0.5468424559,0.5891903639
-0.2798316002,-0.1554832087,1.0234258917,2.2588586807,-0.5540732145,0.5942232013
-0.2967047673,-0.1642012752,1.0833798938,2.2369163036,-0.5487326980,0.5971784592
-0.2970942011,-0.1640051594,1.0837308073,2.2339558601,-0.5457288623,0.5929136872
-0.2959237031,-0.1634983385,1.0806531921,2.2356469631,-0.5516690016,0.6002181172
-0.2977762449,-0.1641060549,1.0860929995,2.2336907387,-0.5418247581,0.5902547836
-0.2970942011,-0.1640051594,1.0837308073,2.2339558601,-0.5457288623,0.5929136872
-0.2969999332,-0.1645013488,1.0854042560,2.2396571636,-0.5478544235,0.5987957120
-0.2967047673,-0.1642012752,1.0833798938,2.2369163036,-0.5487326980,0.5971784592
-0.2970942011,-0.1640051594,1.0837308073,2.2339558601,-0.5457288623,0.5929136872
-0.2979229211,-0.1640393522,1.0876549696,2.2430946827,-0.5525905490,0.5895767212
-0.2973933472,-0.1643069518,1.0857677279,2.2366878986,-0.5448083878,0.5945142508
-0.2968945982,-0.1641814953,1.0830294933,2.2329385281,-0.5393613577,0.5952535868
-0.2962358950,-0.1634346601,1.0816216221,2.2313919067,-0.5410078168,0.5936695337
-0.2977180169,-0.1647639559,1.0869456936,2.2417979240,-0.5454833508,0.5917667747
-0.2967047673,-0.1642012752,1.0833798938,2.2369163036,-0.5487326980,0.5971784592
-0.2977634326,-0.1643800183,1.0861432292,2.2444424629,-0.5477473140,0.5875884295
-0.2798316002,-0.1554832087,1.0234258917,2.2588586807,-0.5540732145,0.5942232013
-0.2965982564,-0.1638810558,1.0810069480,2.2302217484,-0.5403102636,0.5936629176
-0.2967047673,-0.1642012752,1.0833798938,2.2369163036,-0.5487326980,0.5971784592
-0.2970942011,-0.1640051594,1.0837308073,2.2339558601,-0.5457288623,0.5929136872
-0.2959144874,-0.1629807376,1.0804547143,2.2263565063,-0.5403289795,0.5963825583
-0.2788752714,-0.1551154408,1.0209234113,2.2558178902,-0.5538973212,0.5924918652
-0.2976700302,-0.1648765208,1.0878238103,2.2501897812,-0.5499603152,0.5934892893
