distance x [m],distance y [m],distance z [m],x anlge [rad],y angle [rad],z angle [rad]
-0.0350408710,-0.1111949363,2.0383552489,-3.1015272141,-0.8260394335,-0.0134766027
-0.0350408710,-0.1111949363,2.0383552489,-3.1015272141,-0.8260394335,-0.0134766027
-0.0347065090,-0.1122547885,2.0479784555,-3.0991930962,-0.8142762184,-0.0199472513
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
-0.0345140570,-0.1112061240,2.0381056407,-3.1096861362,-0.8187254071,-0.0125978375
-0.0350408710,-0.1111949363,2.0383552489,-3.1015272141,-0.8260394335,-0.0134766027
-0.0355593801,-0.1112135626,2.0382872575,-3.1086900234,-0.8334940076,-0.0136286858
-0.0331808935,-0.1088533294,1.9954399106,-3.0945844650,-0.8177832365,-0.0287314784
-0.0350408710,-0.1111949363,2.0383552489,-3.1015272141,-0.8260394335,-0.0134766027
-0.0350408710,-0.1111949363,2.0383552489,-3.1015272141,-0.8260394335,-0.0134766027
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
-0.0350408710,-0.1111949363,2.0383552489,-3.1015272141,-0.8260394335,-0.0134766027
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
-0.0350408710,-0.1111949363,2.0383552489,-3.1015272141,-0.8260394335,-0.0134766027
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
-0.0345282416,-0.1111769131,2.0384809430,-3.0944743156,-0.8328912854,-0.0135946302
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
-0.0350408710,-0.1111949363,2.0383552489,-3.1015272141,-0.8260394335,-0.0134766027
-0.0354501916,-0.1112966452,2.0593462408,-3.1032853127,-0.8162168264,-0.0117777763
-0.0345140570,-0.1112061240,2.0381056407,-3.1096861362,-0.8187254071,-0.0125978375
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
-0.0350408710,-0.1111949363,2.0383552489,-3.1015272141,-0.8260394335,-0.0134766027
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
-0.0350408710,-0.1111949363,2.0383552489,-3.1015272141,-0.8260394335,-0.0134766027
-0.0350408710,-0.1111949363,2.0383552489,-3.1015272141,-0.8260394335,-0.0134766027
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
-0.0345282416,-0.1111769131,2.0384809430,-3.0944743156,-0.8328912854,-0.0135946302
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
-0.0350408710,-0.1111949363,2.0383552489,-3.1015272141,-0.8260394335,-0.0134766027
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
-0.0350408710,-0.1111949363,2.0383552489,-3.1015272141,-0.8260394335,-0.0134766027
-0.0352145120,-0.1111779560,2.0472518098,-3.1130614281,-0.8222872019,-0.0049997913
