distance x [m],distance y [m],distance z [m],x anlge [rad],y angle [rad],z angle [rad]
-0.2747475567,0.0561504011,1.1324131907,-2.1620125771,-0.5069901943,-0.6156244278
-0.2747475567,0.0561504011,1.1324131907,-2.1620125771,-0.5069901943,-0.6156244278
-0.2747475567,0.0561504011,1.1324131907,-2.1620125771,-0.5069901943,-0.6156244278
-0.2743337099,0.0563136046,1.1296039731,-2.1584281921,-0.5009929538,-0.6159591079
-0.2750335855,0.0562568340,1.1347239213,-2.1650450230,-0.5060650110,-0.6171584129
-0.2735333713,0.0559451071,1.1274973718,-2.1560006142,-0.4956930578,-0.6162775755
-0.2750335855,0.0562568340,1.1347239213,-2.1650450230,-0.5060650110,-0.6171584129
-0.2743337099,0.0563136046,1.1296039731,-2.1584281921,-0.5009929538,-0.6159591079
-0.2743337099,0.0563136046,1.1296039731,-2.1584281921,-0.5009929538,-0.6159591079
-0.2747475567,0.0561504011,1.1324131907,-2.1620125771,-0.5069901943,-0.6156244278
-0.2743337099,0.0563136046,1.1296039731,-2.1584281921,-0.5009929538,-0.6159591079
-0.2747475567,0.0561504011,1.1324131907,-2.1620125771,-0.5069901943,-0.6156244278
-0.2732831545,0.0561702009,1.1264952977,-2.1551380157,-0.5009470582,-0.6141355038
-0.2959856570,0.0596065854,1.2129706805,-2.1384236813,-0.4928160906,-0.6168328524
-0.2747475567,0.0561504011,1.1324131907,-2.1620125771,-0.5069901943,-0.6156244278
-0.2743337099,0.0563136046,1.1296039731,-2.1584281921,-0.5009929538,-0.6159591079
-0.2747475567,0.0561504011,1.1324131907,-2.1620125771,-0.5069901943,-0.6156244278
-0.2747475567,0.0561504011,1.1324131907,-2.1620125771,-0.5069901943,-0.6156244278
-0.2743337099,0.0563136046,1.1296039731,-2.1584281921,-0.5009929538,-0.6159591079
-0.2943351795,0.0595337961,1.2111764069,-2.1347088814,-0.4847652912,-0.6208909750
-0.2747475567,0.0561504011,1.1324131907,-2.1620125771,-0.5069901943,-0.6156244278
-0.2747475567,0.0561504011,1.1324131907,-2.1620125771,-0.5069901943,-0.6156244278
-0.2729040833,0.0556414015,1.1272228109,-2.1562857628,-0.5015992522,-0.6141217947
-0.2743337099,0.0563136046,1.1296039731,-2.1584281921,-0.5009929538,-0.6159591079
-0.2750335855,0.0562568340,1.1347239213,-2.1650450230,-0.5060650110,-0.6171584129
