distance x [m],distance y [m],distance z [m],x anlge [rad],y angle [rad],z angle [rad]
1.1710612224,-0.1820023224,4.2829829985,-3.1303567886,-0.8479400873,0.0192622021
1.0934807268,-0.1745608987,4.0096866403,3.0997357368,-0.7830774188,0.0153274890
1.1031588233,-0.1750950572,4.0452136367,3.0823516846,-0.7779199481,0.0306293387
1.1356308295,-0.1775444281,4.1531206742,-3.1030459404,-0.7954804897,-0.0267731007
1.0932333806,-0.1746603611,4.0124476962,3.1114745140,-0.7938914299,0.0148064960
1.1033332843,-0.1749800186,4.0422029358,3.0720610619,-0.7893640399,0.0301830079
1.0934807268,-0.1745608987,4.0096866403,3.0997357368,-0.7830774188,0.0153274890
1.0934807268,-0.1745608987,4.0096866403,3.0997357368,-0.7830774188,0.0153274890
1.0935984846,-0.1745767920,4.0101644143,3.1012873650,-0.8050277233,0.0142198876
1.0932333806,-0.1746603611,4.0124476962,3.1114745140,-0.7938914299,0.0148064960
1.1343616019,-0.1775303934,4.1522632461,-3.1131131649,-0.8070617318,-0.0283076260
1.0934807268,-0.1745608987,4.0096866403,3.0997357368,-0.7830774188,0.0153274890
1.1033332843,-0.1749800186,4.0422029358,3.0720610619,-0.7893640399,0.0301830079
1.1033332843,-0.1749800186,4.0422029358,3.0720610619,-0.7893640399,0.0301830079
1.0937197021,-0.1744571897,4.0069447663,3.0896177292,-0.7943449616,0.0147255715
1.0956324071,-0.1745792142,4.0103335167,3.1009352207,-0.8045992255,0.0146836787
1.1335400286,-0.1775443626,4.1530023773,-3.1026442051,-0.7958236337,-0.0272555128
1.0937197021,-0.1744571897,4.0069447663,3.0896177292,-0.7943449616,0.0147255715
1.0934807268,-0.1745608987,4.0096866403,3.0997357368,-0.7830774188,0.0153274890
1.0935984846,-0.1745767920,4.0101644143,3.1012873650,-0.8050277233,0.0142198876
1.0937197021,-0.1744571897,4.0069447663,3.0896177292,-0.7943449616,0.0147255715
1.1343616019,-0.1775303934,4.1522632461,-3.1131131649,-0.8070617318,-0.0283076260
