distance x [m],distance y [m],distance z [m],x anlge [rad],y angle [rad],z angle [rad]
0.0122157526,0.1465440672,1.6362492789,-2.1471211910,0.5414210558,0.6608451009
0.0119322368,0.1481238306,1.6488296660,-2.1476461887,0.5274739265,0.6546888947
0.0132135997,0.1493260744,1.6530235861,-2.1554248333,0.5384052992,0.6493442655
0.0123192941,0.1487984732,1.6468211995,-2.1509916782,0.5213654041,0.6521083117
0.0123234929,0.1479812226,1.6470420882,-2.1512651443,0.5218846202,0.6520988345
0.0123724825,0.1482059661,1.6499682408,-2.1434636116,0.5328439474,0.6573525071
0.0115457338,0.1468182593,1.6532116890,-2.1486828327,0.5254178047,0.6586792469
0.0115457338,0.1468182593,1.6532116890,-2.1486828327,0.5254178047,0.6586792469
0.0126124309,0.1494899292,1.6735369669,-2.1439082623,0.5118442774,0.6520026326
0.0128212305,0.1494602435,1.6547046920,-2.1517109871,0.5440126061,0.6519571543
0.0132089593,0.1487378545,1.6511991594,-2.1491665840,0.5355293155,0.6533876061
0.0119322368,0.1481238306,1.6488296660,-2.1476461887,0.5274739265,0.6546888947
0.0123192941,0.1487984732,1.6468211995,-2.1509916782,0.5213654041,0.6521083117
0.0128212305,0.1494602435,1.6547046920,-2.1517109871,0.5440126061,0.6519571543
0.0127592787,0.1488843945,1.6479965988,-2.1468584538,0.5267588496,0.6547470689
0.0115505354,0.1472049106,1.6527848194,-2.1507260799,0.5369893312,0.6532691121
0.0123146388,0.1482039539,1.6449130824,-2.1448187828,0.5185425282,0.6560829878
0.0127725667,0.1492459991,1.6519150779,-2.1596088409,0.5329762101,0.6466954947
0.0132135997,0.1493260744,1.6530235861,-2.1554248333,0.5384052992,0.6493442655
0.0119322368,0.1481238306,1.6488296660,-2.1476461887,0.5274739265,0.6546888947
0.0123146388,0.1482039539,1.6449130824,-2.1448187828,0.5185425282,0.6560829878
0.0119322368,0.1481238306,1.6488296660,-2.1476461887,0.5274739265,0.6546888947
0.0119358556,0.1487140300,1.6506863263,-2.1538667679,0.5303291082,0.6506764293
0.0120176492,0.1477998869,1.6592138060,-2.1535103321,0.5168185234,0.6523190141
0.0127640085,0.1494769222,1.6498703413,-2.1530735493,0.5296041965,0.6507364511
0.0132135997,0.1493260744,1.6530235861,-2.1554248333,0.5384052992,0.6493442655
0.0130447375,0.1470676367,1.6374342560,-2.1527965069,0.5441184640,0.6568984389
0.0123146388,0.1482039539,1.6449130824,-2.1448187828,0.5185425282,0.6560829878
0.0123146388,0.1482039539,1.6449130824,-2.1448187828,0.5185425282,0.6560829878
0.0119342606,0.1474951647,1.6511792476,-2.1520507336,0.5192970037,0.6560711265
0.0123234929,0.1479812226,1.6470420882,-2.1512651443,0.5218846202,0.6520988345
0.0123234929,0.1479812226,1.6470420882,-2.1512651443,0.5218846202,0.6520988345
0.0121556399,0.1459804616,1.6296209850,-2.1425068378,0.5243630409,0.6634714603
0.0117762937,0.1458891922,1.6333911301,-2.1452074051,0.5332319140,0.6621383429
0.0119322368,0.1481238306,1.6488296660,-2.1476461887,0.5274739265,0.6546888947
0.0123192941,0.1487984732,1.6468211995,-2.1509916782,0.5213654041,0.6521083117
0.0119285209,0.1475330491,1.6469580867,-2.1414735317,0.5246096849,0.6586725116
0.0119322368,0.1481238306,1.6488296660,-2.1476461887,0.5274739265,0.6546888947
0.0119358556,0.1487140300,1.6506863263,-2.1538667679,0.5303291082,0.6506764293
0.0117009035,0.1490821851,1.6689529910,-2.1510694027,0.5194685459,0.6511572003
0.0123234929,0.1479812226,1.6470420882,-2.1512651443,0.5218846202,0.6520988345
0.0123234929,0.1479812226,1.6470420882,-2.1512651443,0.5218846202,0.6520988345
0.0127640085,0.1494769222,1.6498703413,-2.1530735493,0.5296041965,0.6507364511
0.0119322368,0.1481238306,1.6488296660,-2.1476461887,0.5274739265,0.6546888947
0.0126010908,0.1504563121,1.6751687225,-2.1553316116,0.5362153649,0.6483493447
0.0127640085,0.1494769222,1.6498703413,-2.1530735493,0.5296041965,0.6507364511
0.0122475750,0.1474512350,1.6411988744,-2.1562662125,0.5276631713,0.6518408656
0.0127383908,0.1483230916,1.6468479332,-2.1503856182,0.5468447208,0.6557535529
0.0123146388,0.1482039539,1.6449130824,-2.1448187828,0.5185425282,0.6560829878
0.0123234929,0.1479812226,1.6470420882,-2.1512651443,0.5218846202,0.6520988345
0.0123192941,0.1487984732,1.6468211995,-2.1509916782,0.5213654041,0.6521083117
0.0117049787,0.1496849752,1.6709027779,-2.1573779583,0.5223200917,0.6471023560
0.0123189643,0.1473888590,1.6451473224,-2.1450912952,0.5190533400,0.6560697556
0.0121597444,0.1465651530,1.6314760863,-2.1486015320,0.5272094607,0.6595355272
0.0123146388,0.1482039539,1.6449130824,-2.1448187828,0.5185425282,0.6560829878
0.0122434206,0.1468643384,1.6393452700,-2.1500837803,0.5248289108,0.6558209658
0.0119358556,0.1487140300,1.6506863263,-2.1538667679,0.5303291082,0.6506764293
0.0123234929,0.1479812226,1.6470420882,-2.1512651443,0.5218846202,0.6520988345
0.0119358556,0.1487140300,1.6506863263,-2.1538667679,0.5303291082,0.6506764293
0.0120085765,0.1480204804,1.6570062216,-2.1470136642,0.5134691596,0.6563264728
0.0123799450,0.1493827170,1.6536254028,-2.1559410095,0.5386077762,0.6492838264
0.0119322368,0.1481238306,1.6488296660,-2.1476461887,0.5274739265,0.6546888947
0.0115467456,0.1480283552,1.6525979990,-2.1504578590,0.5364595056,0.6532729864
0.0119322368,0.1481238306,1.6488296660,-2.1476461887,0.5274739265,0.6546888947
0.0123146388,0.1482039539,1.6449130824,-2.1448187828,0.5185425282,0.6560829878
0.0117009035,0.1490821851,1.6689529910,-2.1510694027,0.5194685459,0.6511572003
0.0120973607,0.1489311647,1.6670589386,-2.1546633244,0.5137771368,0.6485607624
0.0122434206,0.1468643384,1.6393452700,-2.1500837803,0.5248289108,0.6558209658
0.0121546465,0.1503725962,1.6740128509,-2.1595520973,0.5307029486,0.6456713080
0.0123234929,0.1479812226,1.6470420882,-2.1512651443,0.5218846202,0.6520988345
0.0128212305,0.1494602435,1.6547046920,-2.1517109871,0.5440126061,0.6519571543
0.0123279254,0.1485730509,1.6489223511,-2.1574871540,0.5247066617,0.6480993032
0.0127544468,0.1482913074,1.6461081672,-2.1406912804,0.5239043832,0.6587288380
0.0119322368,0.1481238306,1.6488296660,-2.1476461887,0.5274739265,0.6546888947
0.0119358556,0.1487140300,1.6506863263,-2.1538667679,0.5303291082,0.6506764293
0.0123234929,0.1479812226,1.6470420882,-2.1512651443,0.5218846202,0.6520988345
0.0123279254,0.1485730509,1.6489223511,-2.1574871540,0.5247066617,0.6480993032
0.0132135997,0.1493260744,1.6530235861,-2.1554248333,0.5384052992,0.6493442655
0.0123146388,0.1482039539,1.6449130824,-2.1448187828,0.5185425282,0.6560829878
0.0123279254,0.1485730509,1.6489223511,-2.1574871540,0.5247066617,0.6480993032
0.0130447375,0.1470676367,1.6374342560,-2.1527965069,0.5441184640,0.6568984389
