distance x [m],distance y [m],distance z [m],x anlge [rad],y angle [rad],z angle [rad]
0.4426898153,-0.4871995729,3.0480268976,-3.1076929569,-0.0606358908,-0.0045507788
0.4426898153,-0.4871995729,3.0480268976,-3.1076929569,-0.0606358908,-0.0045507788
0.4403640265,-0.4839756214,3.0268844958,3.1267390251,-0.0551244617,-0.0029384848
0.4403640265,-0.4839756214,3.0268844958,3.1267390251,-0.0551244617,-0.0029384848
0.4426898153,-0.4871995729,3.0480268976,-3.1076929569,-0.0606358908,-0.0045507788
0.4426898153,-0.4871995729,3.0480268976,-3.1076929569,-0.0606358908,-0.0045507788
0.4426898153,-0.4871995729,3.0480268976,-3.1076929569,-0.0606358908,-0.0045507788
0.4562935750,-0.5038354803,3.1417189432,-3.1216163635,-0.0611047931,-0.0189260598
0.4562935750,-0.5038354803,3.1417189432,-3.1216163635,-0.0611047931,-0.0189260598
0.4403640265,-0.4839756214,3.0268844958,3.1267390251,-0.0551244617,-0.0029384848
0.4403640265,-0.4839756214,3.0268844958,3.1267390251,-0.0551244617,-0.0029384848
0.4403640265,-0.4839756214,3.0268844958,3.1267390251,-0.0551244617,-0.0029384848
0.4426898153,-0.4871995729,3.0480268976,-3.1076929569,-0.0606358908,-0.0045507788
0.4403640265,-0.4839756214,3.0268844958,3.1267390251,-0.0551244617,-0.0029384848
0.4562935750,-0.5038354803,3.1417189432,-3.1216163635,-0.0611047931,-0.0189260598
0.4426898153,-0.4871995729,3.0480268976,-3.1076929569,-0.0606358908,-0.0045507788
0.4403640265,-0.4839756214,3.0268844958,3.1267390251,-0.0551244617,-0.0029384848
0.4403640265,-0.4839756214,3.0268844958,3.1267390251,-0.0551244617,-0.0029384848
0.4426898153,-0.4871995729,3.0480268976,-3.1076929569,-0.0606358908,-0.0045507788
0.4403640265,-0.4839756214,3.0268844958,3.1267390251,-0.0551244617,-0.0029384848
0.4426898153,-0.4871995729,3.0480268976,-3.1076929569,-0.0606358908,-0.0045507788
0.4403640265,-0.4839756214,3.0268844958,3.1267390251,-0.0551244617,-0.0029384848
0.4403640265,-0.4839756214,3.0268844958,3.1267390251,-0.0551244617,-0.0029384848
0.4562935750,-0.5038354803,3.1417189432,-3.1216163635,-0.0611047931,-0.0189260598
